Sun Mar 29 12:36:55 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\LIBRARY\TM_DIODE.LLB
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:24 Loaded file C:\Program Files\Orcad\Layout_Plus\data\template.imp
Mon May 25 12:14:29 Loaded file C:\Program Files\Orcad\Layout_Plus\library\SM.llb
Mon May 25 12:14:31 Loaded file C:\Program Files\Orcad\Layout_Plus\data\template.imp
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:32 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:14:44 Loaded file C:\Program Files\Orcad\Layout_Plus\data\template.imp
Mon May 25 12:14:44 Loaded file C:\Program Files\Orcad\Layout_Plus\data\template.imp
Mon May 25 12:14:51 Loaded file C:\Program Files\Orcad\Layout_Plus\library\SM.llb
Mon May 25 12:14:52 Loaded file C:\Program Files\Orcad\Layout_Plus\data\template.imp
Mon May 25 12:14:54 Loaded file C:\Program Files\Orcad\Layout_Plus\library\padstack.llb
Mon May 25 12:15:01 Loaded file C:\Program Files\Orcad\Layout_Plus\library\padstack.llb
Mon May 25 12:15:07 Loaded file C:\Program Files\Orcad\Layout_Plus\library\SM.llb
Mon May 25 12:15:07 Saved as file C:\Program Files\Orcad\Layout_Plus\library\SM.llb
Mon May 25 12:15:12 Error code 5255.053 (512)
Mon May 25 12:15:12 Saved as file Backup0.max
Mon May 25 12:15:12 Windows which were open at time of error:
Mon May 25 12:15:12 	ActiveWindow: &Design
Mon May 25 12:15:12 	Icon: &Components
Mon May 25 12:15:12 	Icon: &Nets
Mon May 25 12:15:12 	Icon: Post Proces&s
Mon May 25 12:15:12 End-of-list
Mon May 25 12:15:12 Loaded file BACKUP0.MAX
Mon May 25 12:15:21 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:21 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:21 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:27 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\SM.llb
Mon May 25 12:15:28 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:15:59 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:15:59 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:05 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\SM.llb
Mon May 25 12:16:10 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:12 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\padstack.llb
Mon May 25 12:16:30 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:31 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:32 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:34 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\padstack.llb
Mon May 25 12:16:39 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\padstack.llb
Mon May 25 12:16:42 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\padstack.llb
Mon May 25 12:16:46 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\SM.llb
Mon May 25 12:16:46 Saved as file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\SM.llb
Mon May 25 12:16:52 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:52 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:16:52 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:16:58 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\library\SM.llb
Mon May 25 12:17:04 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:17:06 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:13 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:17:26 Saved as file C:\ORCAD\TEST\CSHEM1.MAX
Mon May 25 12:17:36 Saved as file C:\ORCAD\TEST\CSHEM1.MAX
Mon May 25 12:18:28 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:28 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:29 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Loaded file C:\PROGRAM FILES\ORCAD\LAYOUT_PLUS\data\template.imp
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
Mon May 25 12:18:33 Footprint coords will be rounded to nearest base unit.
